@relation accelerometer

@attribute minimum_for_axis_X numeric
@attribute minimum_for_axis_Y numeric
@attribute minimum_for_axis_Z numeric
@attribute minimum_for_magnitude numeric
@attribute average_acceleration_for_axis_X numeric
@attribute average_acceleration_for_axis_Y numeric
@attribute average_acceleration_for_axis_Z numeric
@attribute average_acceleration_for_magnitude numeric
@attribute standard_deviation_for_axis_X numeric
@attribute standard_deviation_for_axis_Y numeric
@attribute standard_deviation_for_axis_Z numeric
@attribute standard_deviation_for_magnitude numeric
@attribute average_absolute_difference_for_axis_X numeric
@attribute average_absolute_difference_for_axis_Y numeric
@attribute average_absolute_difference_for_axis_Z numeric
@attribute average_absolute_difference_for_magnitude numeric
@attribute zero_crossing_rate_for_axis_X numeric
@attribute zero_crossing_rate_for_axis_Y numeric
@attribute zero_crossing_rate_for_axis_Z numeric
@attribute bin0_X numeric
@attribute bin1_X numeric
@attribute bin2_X numeric
@attribute bin3_X numeric
@attribute bin4_X numeric
@attribute bin5_X numeric
@attribute bin6_X numeric
@attribute bin7_X numeric
@attribute bin8_X numeric
@attribute bin9_X numeric
@attribute bin0_Y numeric
@attribute bin1_Y numeric
@attribute bin2_Y numeric
@attribute bin3_Y numeric
@attribute bin4_Y numeric
@attribute bin5_Y numeric
@attribute bin6_Y numeric
@attribute bin7_Y numeric
@attribute bin8_Y numeric
@attribute bin9_Y numeric
@attribute bin0_Z numeric
@attribute bin1_Z numeric
@attribute bin2_Z numeric
@attribute bin3_Z numeric
@attribute bin4_Z numeric
@attribute bin5_Z numeric
@attribute bin6_Z numeric
@attribute bin7_Z numeric
@attribute bin8_Z numeric
@attribute bin9_Z numeric
@attribute bin0_magnitude numeric
@attribute bin1_magnitude numeric
@attribute bin2_magnitude numeric
@attribute bin3_magnitude numeric
@attribute bin4_magnitude numeric
@attribute bin5_magnitude numeric
@attribute bin6_magnitude numeric
@attribute bin7_magnitude numeric
@attribute bin8_magnitude numeric
@attribute bin9_magnitude numeric
@attribute userID {ttJMxBAjuHNVLCKhaXNvBTFDbIc2}

@data
-2.118743896484375,-10.793685913085938,-18.008010864257812,2.3183384054689022,9.173715114593506,2.4314222931861877,0.5973062515258789,11.49241518179865,4.403279093029355,4.013081929848737,4.746014687699177,4.04578548386404,3.3111652825027704,3.176435604458675,3.533096842467785,2.9412064724934908,0.005859375,0.02734375,0.052734375,0.0,0.0,0.0,0.0,0.04296875,0.033203125,0.130859375,0.22265625,0.333984375,0.236328125,0.0,0.013671875,0.015625,0.046875,0.1796875,0.24609375,0.318359375,0.140625,0.03125,0.0078125,0.001953125,0.01171875,0.021484375,0.16015625,0.27734375,0.267578125,0.12890625,0.107421875,0.01171875,0.01171875,0.005859375,0.07421875,0.158203125,0.341796875,0.25390625,0.09765625,0.0234375,0.0390625,0.0,0.005859375,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-13.938919067382812,-0.4603118896484375,-18.2474365234375,2.073317457338501,4.183558076620102,8.522673577070236,0.16901984810829163,11.283791036417654,5.977790487644159,4.379255687560888,3.5658028241680624,5.519923904304113,3.8165007578209043,3.7659954398404807,2.634063030593097,4.119479681133283,0.03125,0.00390625,0.06640625,0.0078125,0.00390625,0.001953125,0.021484375,0.115234375,0.310546875,0.30859375,0.09765625,0.03125,0.1015625,0.0,0.0,0.0,0.0,0.00390625,0.14453125,0.173828125,0.10546875,0.3203125,0.251953125,0.0078125,0.013671875,0.03125,0.068359375,0.33984375,0.333984375,0.1796875,0.0234375,0.001953125,0.0,0.033203125,0.17578125,0.09375,0.24609375,0.21484375,0.154296875,0.041015625,0.017578125,0.005859375,0.017578125,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-6.0308685302734375,2.4294891357421875,-10.633865356445312,3.0120984108266105,0.5034363567829132,10.095748156309128,0.4979422092437744,10.835427326365302,2.9312713971542874,3.951827125890211,2.6923021679064716,4.059165024948207,2.398611925309524,3.11173371784389,1.93242721632123,3.2688817254374714,0.03125,0.0,0.04296875,0.0,0.0,0.001953125,0.14453125,0.28515625,0.353515625,0.173828125,0.041015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005859375,0.13671875,0.2734375,0.306640625,0.27734375,0.0,0.005859375,0.001953125,0.060546875,0.361328125,0.40234375,0.1328125,0.029296875,0.005859375,0.0,0.0,0.107421875,0.240234375,0.244140625,0.24609375,0.10546875,0.03125,0.025390625,0.0,0.0,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-1.97747802734375,3.7127838134765625,-3.7481536865234375,3.9394685404094827,1.4653674066066742,9.53061392903328,0.9549538791179657,10.118049610313639,2.1708822819563536,3.2944128181410925,2.0847721849396783,3.3806912394723745,1.846471916534938,2.687997761182487,1.4990705384407192,2.750314784312564,0.017578125,0.0,0.02734375,0.0,0.0,0.0,0.0,0.302734375,0.41015625,0.2578125,0.029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11328125,0.3671875,0.24609375,0.2734375,0.0,0.0,0.0,0.009765625,0.322265625,0.537109375,0.072265625,0.05859375,0.0,0.0,0.0,0.078125,0.306640625,0.296875,0.22265625,0.072265625,0.017578125,0.005859375,0.0,0.0,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-3.8808746337890625,3.5643463134765625,-5.3666229248046875,3.6915436207286545,1.1123865842819214,10.351450979709625,0.7989290952682495,10.930323666974717,2.4978099310335193,3.453442105940306,2.271712949282506,3.589185156445574,2.118015667423606,2.963554795831442,1.5528702945448458,3.0905177090246068,0.02734375,0.0,0.033203125,0.0,0.0,0.0,0.044921875,0.345703125,0.318359375,0.26953125,0.021484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13671875,0.201171875,0.208984375,0.453125,0.0,0.0,0.0,0.013671875,0.35546875,0.505859375,0.07421875,0.044921875,0.005859375,0.0,0.0,0.125,0.177734375,0.201171875,0.359375,0.119140625,0.017578125,0.0,0.0,0.0,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-6.28704833984375,2.204437255859375,-6.5206298828125,2.3753427540307888,0.9036323130130768,9.419054448604584,1.0636094808578491,10.047782481205953,2.5405076646953626,4.368104767164286,2.06546385609402,4.416914057707099,2.0840536588802934,3.565468438435346,1.3737389571033418,3.5715398073215603,0.021484375,0.0,0.046875,0.0,0.0,0.005859375,0.021484375,0.380859375,0.34375,0.21484375,0.033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.2109375,0.2421875,0.1953125,0.31640625,0.0,0.0,0.0078125,0.015625,0.201171875,0.6484375,0.07421875,0.052734375,0.0,0.0,0.0234375,0.1640625,0.24609375,0.22265625,0.19140625,0.125,0.0078125,0.005859375,0.005859375,0.0078125,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-8.173675537109375,2.6928558349609375,-8.522186279296875,2.8732487455981923,1.1184052526950836,10.353779703378677,1.4108292758464813,11.26002747429675,2.733323056540477,4.754195074226419,3.082625457245839,4.819731364287316,2.213997559156269,3.7257879570825025,2.3113453547703102,3.780116053908475,0.0234375,0.0,0.04296875,0.0,0.0,0.017578125,0.064453125,0.25390625,0.37109375,0.27734375,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025390625,0.162109375,0.22265625,0.20703125,0.3828125,0.0,0.0,0.021484375,0.03515625,0.234375,0.455078125,0.1171875,0.13671875,0.0,0.0,0.009765625,0.123046875,0.171875,0.236328125,0.251953125,0.142578125,0.025390625,0.01953125,0.005859375,0.013671875,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-4.88165283203125,2.4438629150390625,-7.9451751708984375,2.505002014723999,1.5210094451904297,9.579774290323257,1.1286362707614899,10.268964470020585,2.362664459955901,4.309502696430455,2.314605366229097,4.406714033527404,1.927748791873455,3.419849859783426,1.5258344351314008,3.40725550534613,0.02734375,0.0,0.0390625,0.0,0.0,0.0,0.017578125,0.26953125,0.451171875,0.234375,0.02734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037109375,0.189453125,0.2421875,0.23046875,0.30078125,0.0,0.0,0.009765625,0.009765625,0.23828125,0.611328125,0.06640625,0.064453125,0.0,0.0,0.025390625,0.154296875,0.1953125,0.298828125,0.169921875,0.099609375,0.0390625,0.005859375,0.005859375,0.005859375,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-6.2990264892578125,2.94903564453125,-7.868560791015625,3.1206153918490385,1.0755105018615723,10.512231886386871,0.9200931191444397,11.195133592342035,2.847253563117353,4.431428962303991,2.332587666212763,4.512724010117833,2.356930684298277,3.4763463821727782,1.5136969168670475,3.493700782394125,0.015625,0.0,0.0390625,0.0,0.0,0.005859375,0.046875,0.349609375,0.328125,0.220703125,0.048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796875,0.17578125,0.24609375,0.3984375,0.0,0.0,0.009765625,0.0234375,0.234375,0.59765625,0.0703125,0.064453125,0.0,0.0,0.0,0.14453125,0.15625,0.234375,0.291015625,0.125,0.02734375,0.00390625,0.00390625,0.013671875,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
-4.3501434326171875,3.50927734375,-5.3187408447265625,3.6284261589691944,1.1713064908981323,9.175556153059006,1.172658085823059,9.793277873548222,2.3308268956884306,3.848932477491943,2.18386898212061,4.005738890180086,1.9538031644187868,3.208147641038522,1.5857514729723334,3.354937974206003,0.0234375,0.0,0.02734375,0.0,0.0,0.0,0.033203125,0.365234375,0.3828125,0.193359375,0.025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279296875,0.23828125,0.19140625,0.291015625,0.0,0.0,0.0,0.01171875,0.2421875,0.5859375,0.109375,0.05078125,0.0,0.0,0.0,0.236328125,0.208984375,0.22265625,0.23828125,0.072265625,0.009765625,0.01171875,0.0,0.0,ttJMxBAjuHNVLCKhaXNvBTFDbIc2
