@relation accelerometer

@attribute minimum_for_axis_X numeric
@attribute minimum_for_axis_Y numeric
@attribute minimum_for_axis_Z numeric
@attribute minimum_for_magnitude numeric
@attribute average_acceleration_for_axis_X numeric
@attribute average_acceleration_for_axis_Y numeric
@attribute average_acceleration_for_axis_Z numeric
@attribute average_acceleration_for_magnitude numeric
@attribute standard_deviation_for_axis_X numeric
@attribute standard_deviation_for_axis_Y numeric
@attribute standard_deviation_for_axis_Z numeric
@attribute standard_deviation_for_magnitude numeric
@attribute average_absolute_difference_for_axis_X numeric
@attribute average_absolute_difference_for_axis_Y numeric
@attribute average_absolute_difference_for_axis_Z numeric
@attribute average_absolute_difference_for_magnitude numeric
@attribute zero_crossing_rate_for_axis_X numeric
@attribute zero_crossing_rate_for_axis_Y numeric
@attribute zero_crossing_rate_for_axis_Z numeric
@attribute bin0_X numeric
@attribute bin1_X numeric
@attribute bin2_X numeric
@attribute bin3_X numeric
@attribute bin4_X numeric
@attribute bin5_X numeric
@attribute bin6_X numeric
@attribute bin7_X numeric
@attribute bin8_X numeric
@attribute bin9_X numeric
@attribute bin0_Y numeric
@attribute bin1_Y numeric
@attribute bin2_Y numeric
@attribute bin3_Y numeric
@attribute bin4_Y numeric
@attribute bin5_Y numeric
@attribute bin6_Y numeric
@attribute bin7_Y numeric
@attribute bin8_Y numeric
@attribute bin9_Y numeric
@attribute bin0_Z numeric
@attribute bin1_Z numeric
@attribute bin2_Z numeric
@attribute bin3_Z numeric
@attribute bin4_Z numeric
@attribute bin5_Z numeric
@attribute bin6_Z numeric
@attribute bin7_Z numeric
@attribute bin8_Z numeric
@attribute bin9_Z numeric
@attribute bin0_magnitude numeric
@attribute bin1_magnitude numeric
@attribute bin2_magnitude numeric
@attribute bin3_magnitude numeric
@attribute bin4_magnitude numeric
@attribute bin5_magnitude numeric
@attribute bin6_magnitude numeric
@attribute bin7_magnitude numeric
@attribute bin8_magnitude numeric
@attribute bin9_magnitude numeric
@attribute userID{rRHyStiEKkN4Cq5rVSxlpvrCwA72,LnntbFQGpBeHx3RwMu42e2yOks32}

@data
-3.93115234375,-0.7811279296875,4.6650848388671875,7.8433374164394225,-1.0131596624851227,3.8429773151874542,8.96960499882698,10.329550323678541,1.6118233837837015,2.6105264143930738,1.6453078005132578,1.2919100709773388,1.3024846330517903,1.9724436594406143,1.3101291734492406,1.0393884614959294,0.005859375,0.00390625,0.0,0.0,0.0,0.0,0.10546875,0.65234375,0.216796875,0.025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.326171875,0.423828125,0.150390625,0.03515625,0.009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.462890625,0.447265625,0.05078125,0.0,0.0,0.083984375,0.751953125,0.1640625,0.0,0.0,0.0,0.0,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-3.7180633544921875,-16.884536743164062,-0.281341552734375,0.7138575702950918,3.45286363363266,0.6662593483924866,8.402810633182526,10.689406005869998,3.8764918282055016,4.654366649098305,3.7327315671349366,4.396998671963382,2.916951412335038,3.6469996282830834,2.800631854683161,3.2959993809631913,0.05078125,0.009765625,0.00390625,0.0,0.0,0.0,0.01171875,0.154296875,0.318359375,0.3046875,0.119140625,0.037109375,0.0546875,0.009765625,0.0390625,0.08984375,0.068359375,0.083984375,0.337890625,0.294921875,0.076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.005859375,0.060546875,0.12890625,0.384765625,0.28125,0.138671875,0.033203125,0.080078125,0.232421875,0.31640625,0.189453125,0.076171875,0.03515625,0.033203125,0.001953125,0.001953125,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-1.0174102783203125,-13.90374755859375,-4.6387939453125,4.80897380620128,8.199555784463882,-5.074769496917725,2.867832362651825,11.271319188712102,2.8259206640990033,4.476155890083038,2.6607345104842905,3.0445252508748615,2.2590795090654865,3.5835267640650272,2.099981090752408,2.5128708644793134,0.00390625,0.01953125,0.05859375,0.0,0.0,0.0,0.0,0.001953125,0.015625,0.189453125,0.361328125,0.369140625,0.0625,0.08203125,0.119140625,0.197265625,0.2578125,0.2578125,0.060546875,0.009765625,0.005859375,0.009765625,0.0,0.0,0.0,0.0,0.001953125,0.150390625,0.375,0.341796875,0.1015625,0.029296875,0.0,0.0,0.025390625,0.228515625,0.28125,0.34375,0.107421875,0.005859375,0.0078125,0.0,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-2.8250274658203125,-17.511810302734375,-8.4527587890625,3.850591727052158,2.009473204612732,-9.801541060209274,-0.6752867102622986,10.627433939103698,2.3359653318064644,2.586607493147903,2.587997519690955,2.543000834251884,1.964467590674758,1.9511662165168673,1.4853124571964145,1.8218355667751585,0.046875,0.0,0.06640625,0.0,0.0,0.0,0.0,0.236328125,0.458984375,0.263671875,0.041015625,0.0,0.0,0.19921875,0.45703125,0.265625,0.076171875,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009765625,0.10546875,0.5390625,0.326171875,0.009765625,0.001953125,0.0,0.0078125,0.0,0.01171875,0.142578125,0.58984375,0.1796875,0.068359375,0.001953125,0.001953125,0.001953125,0.001953125,rRHyStiEKkN4Cq5rVSxlpvrCwA72
0.469390869140625,-17.07366943359375,-9.221298217773438,4.232917044640913,3.950998216867447,-9.147442191839218,-1.4221141636371613,10.47944159639398,1.3990043162187356,2.1093864386408145,2.6366563277958854,2.2019261795395177,1.2304080367321149,1.5051893056370318,2.095450235181488,1.5584998215748953,0.0,0.0,0.0546875,0.0,0.0,0.0,0.0,0.0,0.287109375,0.70703125,0.005859375,0.0,0.0,0.0859375,0.4609375,0.41796875,0.03515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.07421875,0.138671875,0.36328125,0.3984375,0.013671875,0.0,0.0,0.0,0.0,0.025390625,0.17578125,0.537109375,0.224609375,0.029296875,0.0078125,0.0,0.0,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-2.7986907958984375,-22.28106689453125,-10.21728515625,5.876666152451424,3.059447795152664,-9.50043711066246,-1.3290862739086151,10.620205706704377,1.947293109549783,2.5603495652073547,2.7572941939932964,2.5585618613744496,1.5195154561661184,1.7670403933152556,2.244285308639519,1.8262442531267795,0.01171875,0.0,0.044921875,0.0,0.0,0.0,0.0,0.0625,0.30859375,0.572265625,0.056640625,0.0,0.0,0.078125,0.48828125,0.404296875,0.029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,0.0390625,0.185546875,0.36328125,0.380859375,0.01171875,0.0,0.0,0.0,0.0,0.001953125,0.22265625,0.53125,0.193359375,0.02734375,0.009765625,0.013671875,0.0,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-3.9910125732421875,-15.419281005859375,-7.6530914306640625,2.9594826556916227,2.680887669324875,-9.304061323404312,-0.7204679250717163,10.347574825752497,2.062677926905698,2.675692888920414,2.778696972057057,2.5168660254766504,1.6089466505218297,1.9867502993438393,2.146355944685638,1.9344760034386095,0.015625,0.0,0.0390625,0.0,0.0,0.0,0.009765625,0.078125,0.439453125,0.423828125,0.048828125,0.0,0.0,0.16796875,0.45703125,0.306640625,0.041015625,0.02734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056640625,0.130859375,0.37109375,0.376953125,0.0546875,0.009765625,0.0,0.0,0.0,0.021484375,0.23828125,0.498046875,0.1875,0.0546875,0.0,0.0,0.0,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-1.7883453369140625,-24.282608032226562,-12.020111083984375,4.250447499207193,2.4737379252910614,-9.555807679891586,-1.1639985740184784,10.817695723985448,1.9141929011019272,3.6293760635682686,3.466843793707371,3.258941945644485,1.5262382528744638,2.2434747867519036,2.5615142568713054,2.1427010094521166,0.021484375,0.00390625,0.033203125,0.0,0.0,0.0,0.0,0.078125,0.544921875,0.328125,0.048828125,0.0,0.0,0.107421875,0.5078125,0.298828125,0.056640625,0.0078125,0.021484375,0.0,0.0,0.0,0.0,0.001953125,0.037109375,0.060546875,0.109375,0.365234375,0.349609375,0.041015625,0.03515625,0.0,0.0,0.0,0.013671875,0.220703125,0.52734375,0.1484375,0.052734375,0.005859375,0.009765625,0.021484375,0.0,rRHyStiEKkN4Cq5rVSxlpvrCwA72
-2.796295166015625,2.5444183349609375,-3.946868896484375,4.663953949817855,-0.029081612825393677,5.296257823705673,6.667589336633682,9.833063421623278,0.8827289984782972,3.6583348049007274,3.8604084577711695,2.2100184329609514,0.7215390366036445,2.787075595348142,3.3923337063752115,1.2618668387537069,0.017578125,0.0,0.015625,0.0,0.0,0.0,0.0,0.38671875,0.61328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046875,0.37109375,0.185546875,0.0625,0.076171875,0.0,0.0,0.0,0.01171875,0.0703125,0.162109375,0.107421875,0.06640625,0.58203125,0.0,0.0,0.01953125,0.197265625,0.6953125,0.037109375,0.03515625,0.015625,0.0,0.0,0.0,LnntbFQGpBeHx3RwMu42e2yOks32
-11.7386474609375,-4.051605224609375,-6.949188232421875,3.5429020476673387,0.6101421117782593,10.109954297542572,0.8391624689102173,11.147287416362945,2.8685230701271154,4.975162282330121,2.63492135085925,4.353056519937948,1.8663697568699718,3.0964379163924605,1.9663629843853414,2.699195159954243,0.02734375,0.00390625,0.01953125,0.0,0.009765625,0.005859375,0.033203125,0.3125,0.5078125,0.0859375,0.015625,0.029296875,0.0,0.0,0.0,0.0,0.015625,0.01953125,0.0078125,0.09765625,0.123046875,0.44140625,0.294921875,0.0,0.0,0.044921875,0.060546875,0.15625,0.615234375,0.111328125,0.01171875,0.0,0.0,0.0,0.064453125,0.134765625,0.451171875,0.263671875,0.046875,0.01171875,0.00390625,0.00390625,0.01953125,LnntbFQGpBeHx3RwMu42e2yOks32
