timestamp,coordX,coordY,coordZ,stepNumber
115204922543171,-1.0868377685546875,3.7391204833984375,7.9307708740234375,0
115204925015095,-1.0533294677734375,3.6002655029296875,7.9571075439453125,0
115204927487019,-0.96234130859375,3.482940673828125,8.072021484375,0
115204929958943,-0.8282623291015625,3.3847808837890625,8.11273193359375,0
115204932461384,-0.670257568359375,3.2195892333984375,8.232437133789062,0
115204934933308,-0.56011962890625,3.111846923828125,8.344970703125,0
115204937405232,-0.3949127197265625,3.0136871337890625,8.395248413085938,0
115204939877156,-0.1938018798828125,2.8772125244140625,8.455093383789062,0
115204942349080,-0.0357818603515625,2.72637939453125,8.39764404296875,0
115204944851521,0.110260009765625,2.6761016845703125,8.35693359375,0
115204947323445,0.2563018798828125,2.642578125,8.299468994140625,0
115204949795369,0.3496856689453125,2.6114501953125,8.354537963867188,0
115204952297810,0.41192626953125,2.659332275390625,8.383270263671875,0
115204954769734,0.481353759765625,2.7551116943359375,8.464675903320312,0
115204957241658,0.45263671875,2.8412933349609375,8.601150512695312,0
115204959713582,0.4957275390625,2.9298858642578125,8.5245361328125,0
115204962216023,0.469390869140625,3.150146484375,8.62030029296875,0
115204964687947,0.3927764892578125,3.29620361328125,8.732833862304688,0
115204967190388,0.354461669921875,3.492523193359375,8.740005493164062,0
115204969662312,0.3137664794921875,3.619415283203125,8.878875732421875,0
115204972134236,0.2850341796875,3.8253173828125,9.008163452148438,0
115204974606160,0.3041839599609375,3.9138946533203125,9.08477783203125,0
115204977078084,0.2706756591796875,3.9761505126953125,9.130264282226562,0
115204979580525,0.2515106201171875,4.074310302734375,9.204483032226562,0
115204982052449,0.258697509765625,4.117401123046875,9.218856811523438,0
115204984524373,0.215606689453125,4.189239501953125,9.20208740234375,0
115204986996296,0.1964569091796875,4.2035980224609375,9.1685791015625,0
115204989498738,0.141387939453125,4.201202392578125,9.101531982421875,0
115204991970662,0.1078643798828125,4.23712158203125,9.02252197265625,0
115204994442585,0.05279541015625,4.2179718017578125,8.950698852539062,0
115204996914509,0.014495849609375,4.2131805419921875,8.890838623046875,0
115204999416951,-0.04296875,4.189239501953125,8.749588012695312,0
115205001888875,-0.090850830078125,4.1341705322265625,8.637054443359375,0
115205004360798,-0.1339569091796875,4.08868408203125,8.54608154296875,0
115205006863240,-0.15789794921875,3.99530029296875,8.392852783203125,0
115205009335164,-0.2081756591796875,3.9019317626953125,8.19891357421875,0
115205011807087,-0.248870849609375,3.88995361328125,8.08160400390625,0
115205014279011,-0.270416259765625,3.7870025634765625,7.8469696044921875,0
115205016781453,-0.265625,3.6960296630859375,7.7296600341796875,0
115205019253377,-0.3159027099609375,3.6074371337890625,7.6338958740234375,0
115205021725300,-0.34942626953125,3.5691375732421875,7.5764312744140625,0
115205024197224,-0.354217529296875,3.4781494140625,7.6362762451171875,0
115205026699666,-0.344635009765625,3.3847808837890625,7.6458587646484375,0
115205029171589,-0.3470306396484375,3.356048583984375,7.6458587646484375,0
115205031643513,-0.33984375,3.3368988037109375,7.6937408447265625,0
115205034145955,-0.2776031494140625,3.3297119140625,7.7248687744140625,0
115205036617878,-0.2225341796875,3.3416900634765625,7.6697998046875,0
115205039089802,-0.1626739501953125,3.41351318359375,7.700927734375,0
115205041561726,-0.1411285400390625,3.5547637939453125,7.7152862548828125,0
